Total Nacional	Comunidades y Ciudades Autónomas	Provincias	Islas	Tipo de dato	Periodo	Total
Total Nacional	Andalucía	Granada		Porcentaje de población que sale del área	9/4/2020	7,61
Total Nacional	Andalucía	Granada		Porcentaje de población que sale del área	8/4/2020	9,28
Total Nacional	Andalucía	Granada		Porcentaje de población que sale del área	7/4/2020	9,37
Total Nacional	Andalucía	Granada		Porcentaje de población que sale del área	6/4/2020	9,1
Total Nacional	Andalucía	Granada		Porcentaje de población que sale del área	5/4/2020	6,01
Total Nacional	Andalucía	Granada		Porcentaje de población que sale del área	4/4/2020	7
Total Nacional	Andalucía	Granada		Porcentaje de población que sale del área	3/4/2020	8,94
Total Nacional	Andalucía	Granada		Porcentaje de población que sale del área	2/4/2020	8,53
Total Nacional	Andalucía	Granada		Porcentaje de población que sale del área	1/4/2020	8,76
Total Nacional	Andalucía	Granada		Porcentaje de población que sale del área	31/3/2020	8,38
Total Nacional	Andalucía	Granada		Porcentaje de población que sale del área	30/3/2020	9,17
Total Nacional	Andalucía	Granada		Porcentaje de población que sale del área	28/3/2020	7,82
Total Nacional	Andalucía	Granada		Porcentaje de población que sale del área	26/3/2020	9,87
Total Nacional	Andalucía	Granada		Porcentaje de población que sale del área	24/3/2020	10,21
Total Nacional	Andalucía	Granada		Porcentaje de población que sale del área	22/3/2020	6,2
Total Nacional	Andalucía	Granada		Porcentaje de población que sale del área	20/3/2020	7,97
Total Nacional	Andalucía	Granada		Porcentaje de población que sale del área	18/3/2020	8,16
Total Nacional	Andalucía	Granada		Porcentaje de población que sale del área	16/3/2020	11,4
Total Nacional	Andalucía	Granada		Porcentaje de población que sale del área	18/11/2019	24,25
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	29/12/2021	13,63
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	26/12/2021	8,36
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	22/12/2021	14,08
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	19/12/2021	10,54
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	15/12/2021	16,71
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	12/12/2021	10,66
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	8/12/2021	11,39
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	1/12/2021	16,59
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	28/11/2021	10,34
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	24/11/2021	16,48
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	21/11/2021	10,31
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	17/11/2021	16,56
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	14/11/2021	11,66
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	10/11/2021	16,4
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	7/11/2021	11,22
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	3/11/2021	12,35
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	31/10/2021	10,04
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	27/10/2021	16,68
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	24/10/2021	11,78
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	20/10/2021	16,68
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	17/10/2021	11,36
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	13/10/2021	13,53
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	10/10/2021	10,5
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	6/10/2021	17,18
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	3/10/2021	8,93
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	29/9/2021	17,39
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	26/9/2021	11,6
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	22/9/2021	16,68
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	19/9/2021	11,95
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	15/9/2021	16,04
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	12/9/2021	11,8
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	8/9/2021	14,05
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	5/9/2021	11,8
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	1/9/2021	15,89
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	29/8/2021	11,49
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	25/8/2021	15,08
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	22/8/2021	12,14
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	18/8/2021	15,3
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	15/8/2021	12,4
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	11/8/2021	15,4
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	8/8/2021	11,44
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	4/8/2021	15,03
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	1/8/2021	11,39
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	28/7/2021	15,87
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	25/7/2021	11,42
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	21/7/2021	15,71
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	18/7/2021	11,47
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	14/7/2021	16,1
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	11/7/2021	11,96
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	7/7/2021	16,22
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	4/7/2021	11,6
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	30/6/2021	16,93
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	27/6/2021	12,56
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	23/6/2021	11,75
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	20/6/2021	11,19
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	16/6/2021	17,27
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	13/6/2021	12,28
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	9/6/2021	17,46
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	6/6/2021	12,82
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	2/6/2021	17,61
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	30/5/2021	10,91
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	26/5/2021	16,29
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	23/5/2021	9,73
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	19/5/2021	17,95
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	16/5/2021	12,9
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	12/5/2021	16,44
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	9/5/2021	10,66
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	5/5/2021	17,57
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	2/5/2021	7,8
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	28/4/2021	16,23
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	25/4/2021	7,56
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	21/4/2021	16,22
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	18/4/2021	10,69
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	14/4/2021	17,1
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	11/4/2021	10,18
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	7/4/2021	17,37
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	4/4/2021	10,83
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	31/3/2021	16,15
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	28/3/2021	10,1
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	24/3/2021	16,97
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	21/3/2021	11,18
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	17/3/2021	17,16
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	14/3/2021	11,39
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	10/3/2021	16,21
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	7/3/2021	9,44
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	3/3/2021	16,07
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	28/2/2021	10,1
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	24/2/2021	15,64
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	21/2/2021	6,87
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	17/2/2021	15,34
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	14/2/2021	8,07
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	10/2/2021	13,63
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	7/2/2021	6,32
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	3/2/2021	14,46
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	31/1/2021	6,28
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	27/1/2021	14,13
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	24/1/2021	6,2
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	20/1/2021	13,24
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	17/1/2021	7,98
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	13/1/2021	12,39
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	10/1/2021	8,11
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	6/1/2021	8,61
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	3/1/2021	9,78
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	30/12/2020	14,99
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	27/12/2020	10,4
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	23/12/2020	15,41
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	20/12/2020	10,69
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	16/12/2020	15,74
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	13/12/2020	9,82
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	9/12/2020	15,68
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	6/12/2020	7,66
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	2/12/2020	15,17
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	29/11/2020	6,64
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	25/11/2020	14,1
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	22/11/2020	7,17
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	18/11/2020	14,69
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	15/11/2020	6,62
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	11/11/2020	14,61
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	8/11/2020	8,51
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	4/11/2020	15,48
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	1/11/2020	10,3
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	28/10/2020	16,06
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	25/10/2020	10,5
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	21/10/2020	16,12
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	18/10/2020	10,91
Total Nacional	Andalucía	Huelva		Porcentaje de población que sale del área	14/10/2020	16,62
